	ntype
UMLS:C1850900	condition
UMLS:C0029882	condition
UMLS:C0333355	condition
UMLS:C0279584	condition
UMLS:C2751802	condition
UMLS:C0236663	condition
UMLS:C4317046	condition
UMLS:C0019621	condition
UMLS:C3280266	condition
UMLS:C0920563	condition
UMLS:C0338113	condition
UMLS:C2675440	condition
UMLS:C0029095	condition
UMLS:C0007786	condition
UMLS:C0020981	condition
UMLS:C0038525	condition
UMLS:C0019158	condition
UMLS:C0079773	condition
UMLS:C0009806	condition
UMLS:C0750906	condition
UMLS:C0520679	condition
UMLS:C0151526	condition
UMLS:C0458219	condition
UMLS:C0033975	condition
UMLS:C0027609	condition
UMLS:C0019196	condition
DRUGBANK:DB00906	drug
UMLS:C0031117	condition
UMLS:C0020649	condition
DRUGBANK:DB00187	drug
UMLS:C0036983	condition
UMLS:C0042167	condition
UMLS:C3550150	condition
UMLS:C2607914	condition
UMLS:C0009766	condition
UMLS:C0220636	condition
UMLS:C0020676	condition
UMLS:C1691215	condition
UMLS:C0036690	condition
UMLS:C0023281	condition
UMLS:C0037274	condition
UMLS:C0014869	condition
UMLS:C0948089	condition
UMLS:C0232487	condition
DRUGBANK:DB00654	drug
UMLS:C0205833	condition
UMLS:C0279592	condition
DRUGBANK:DB08881	drug
UMLS:C0022116	condition
UMLS:C0085417	condition
DRUGBANK:DB00549	drug
UMLS:C0085134	condition
UMLS:C0021775	condition
UMLS:C0037199	condition
UMLS:C0338480	condition
UMLS:C0235782	condition
UMLS:C0151544	condition
UMLS:C0334579	condition
UMLS:C0009952	condition
UMLS:C0238122	condition
DRUGBANK:DB00820	drug
UMLS:C0270857	condition
UMLS:C0003125	condition
UMLS:C0220621	condition
UMLS:C4310783	condition
UMLS:C0020517	condition
UMLS:C0079487	condition
UMLS:C0751895	condition
UMLS:C0024143	condition
UMLS:C0020450	condition
UMLS:C0011633	condition
UMLS:C0010823	condition
DRUGBANK:DB00881	drug
UMLS:C3642254	condition
UMLS:C0746787	condition
UMLS:C0029295	condition
UMLS:C0029410	condition
UMLS:C0033822	condition
UMLS:C1509147	condition
UMLS:C0280856	condition
UMLS:C0023480	condition
UMLS:C0035229	condition
UMLS:C0475801	condition
UMLS:C0033246	condition
UMLS:C0011334	condition
UMLS:C0600452	condition
UMLS:C0334590	condition
UMLS:C0000731	condition
UMLS:C1531608	condition
UMLS:C0006870	condition
UMLS:C0042164	condition
UMLS:C0028840	condition
UMLS:C0549622	condition
UMLS:C0162387	condition
UMLS:C0022408	condition
UMLS:C0042373	condition
UMLS:C0011644	condition
UMLS:C0010474	condition
UMLS:C0151744	condition
UMLS:C0042138	condition
UMLS:C0080274	condition
UMLS:C0039730	condition
UMLS:C0024535	condition
UMLS:C1384641	condition
DRUGBANK:DB00953	drug
UMLS:C1527336	condition
DRUGBANK:DB00177	drug
UMLS:C0020529	condition
UMLS:C0004626	condition
UMLS:C3149711	condition
UMLS:C0206061	condition
UMLS:C0021400	condition
UMLS:C0205825	condition
UMLS:C0271055	condition
UMLS:C0023484	condition
UMLS:C0009450	condition
UMLS:C0677865	condition
UMLS:C0008043	condition
DRUGBANK:DB00542	drug
UMLS:C1135191	condition
UMLS:C1318543	condition
UMLS:C0021846	condition
DRUGBANK:DB01166	drug
UMLS:C0280631	condition
DRUGBANK:DB01418	drug
UMLS:C1861172	condition
UMLS:C0033774	condition
UMLS:C0029883	condition
UMLS:C0221074	condition
UMLS:C0042065	condition
UMLS:C0393953	condition
UMLS:C0017160	condition
UMLS:C0030569	condition
UMLS:C0341106	condition
UMLS:C0021832	condition
UMLS:C0023283	condition
UMLS:C0038587	condition
UMLS:C0398650	condition
UMLS:C0162739	condition
UMLS:C0231528	condition
UMLS:C0524528	condition
UMLS:C1135196	condition
DRUGBANK:DB01628	drug
UMLS:C0005697	condition
UMLS:C0043515	condition
UMLS:C0152136	condition
UMLS:C0039494	condition
UMLS:C3839741	condition
UMLS:C0035305	condition
DRUGBANK:DB00763	drug
UMLS:C0206704	condition
UMLS:C0004364	condition
UMLS:C2986658	condition
UMLS:C0001175	condition
DRUGBANK:DB01012	drug
UMLS:C0221002	condition
UMLS:C0002994	condition
UMLS:C3887514	condition
UMLS:C0019294	condition
UMLS:C0027873	condition
UMLS:C0003463	condition
DRUGBANK:DB00816	drug
UMLS:C0038363	condition
UMLS:C0424000	condition
UMLS:C0524909	condition
UMLS:C0042267	condition
UMLS:C0206754	condition
UMLS:C0039520	condition
UMLS:C0025323	condition
UMLS:C0241910	condition
UMLS:C0022650	condition
UMLS:C0152276	condition
UMLS:C0017181	condition
DRUGBANK:DB00782	drug
UMLS:C0033958	condition
UMLS:C0751340	condition
UMLS:C0011991	condition
UMLS:C0524702	condition
UMLS:C0409959	condition
DRUGBANK:DB00494	drug
UMLS:C0027721	condition
UMLS:C0010200	condition
UMLS:C0278701	condition
UMLS:C0015934	condition
UMLS:C0238196	condition
UMLS:C0035412	condition
UMLS:C1336538	condition
UMLS:C0149654	condition
UMLS:C0349632	condition
UMLS:C2751544	condition
UMLS:C0038379	condition
UMLS:C0036920	condition
UMLS:C0024586	condition
UMLS:C0278601	condition
UMLS:C0282488	condition
UMLS:C0036420	condition
UMLS:C0036396	condition
UMLS:C4045968	condition
UMLS:C0524679	condition
UMLS:C0153368	condition
UMLS:C0035204	condition
UMLS:C0153349	condition
UMLS:C1302401	condition
UMLS:C0013384	condition
UMLS:C0042487	condition
UMLS:C0026552	condition
DRUGBANK:DB06155	drug
UMLS:C0004030	condition
UMLS:C0007129	condition
UMLS:C1258104	condition
UMLS:C0282687	condition
UMLS:C0015802	condition
UMLS:C0015397	condition
UMLS:C2237660	condition
UMLS:C0006012	condition
UMLS:C2674640	condition
UMLS:C0234985	condition
UMLS:C0040149	condition
UMLS:C0524524	condition
UMLS:C0022783	condition
UMLS:C0030805	condition
UMLS:C0027497	condition
UMLS:C0036421	condition
UMLS:C0206706	condition
UMLS:C0026691	condition
UMLS:C0021818	condition
UMLS:C0032584	condition
UMLS:C2675481	condition
UMLS:C0007820	condition
UMLS:C0018946	condition
UMLS:C0238461	condition
UMLS:C0026848	condition
UMLS:C0442874	condition
UMLS:C0007682	condition
UMLS:C0034734	condition
UMLS:C0022548	condition
UMLS:C0003851	condition
UMLS:C0854196	condition
UMLS:C0007688	condition
UMLS:C0730345	condition
UMLS:C0008707	condition
UMLS:C0013238	condition
UMLS:C0700251	condition
UMLS:C0035439	condition
UMLS:C0282550	condition
UMLS:C0343641	condition
UMLS:C4082937	condition
UMLS:C1834330	condition
UMLS:C0016034	condition
UMLS:C0006444	condition
UMLS:C4014993	condition
UMLS:C0085096	condition
UMLS:C0012813	condition
UMLS:C0009375	condition
UMLS:C1845334	condition
UMLS:C1569637	condition
UMLS:C0008677	condition
UMLS:C0549410	condition
UMLS:C0745744	condition
UMLS:C0010678	condition
UMLS:C0558356	condition
UMLS:C1720795	condition
UMLS:C0086666	condition
UMLS:C0020557	condition
UMLS:C1334452	condition
UMLS:C3669246	condition
UMLS:C0019557	condition
UMLS:C0747078	condition
UMLS:C0280324	condition
UMLS:C0019345	condition
UMLS:C0013080	condition
UMLS:C0017409	condition
UMLS:C0037299	condition
UMLS:C0162429	condition
UMLS:C0001622	condition
UMLS:C0032131	condition
UMLS:C0948480	condition
DRUGBANK:DB00927	drug
UMLS:C0333233	condition
UMLS:C0034063	condition
UMLS:C0027498	condition
UMLS:C0003510	condition
UMLS:C0003864	condition
UMLS:C0239981	condition
UMLS:C0236801	condition
UMLS:C0016057	condition
UMLS:C0149870	condition
UMLS:C1318550	condition
UMLS:C3551535	condition
UMLS:C3539878	condition
UMLS:C0751003	condition
UMLS:C0431108	condition
UMLS:C0002878	condition
UMLS:C0086445	condition
UMLS:C0003872	condition
DRUGBANK:DB00629	drug
UMLS:C0279530	condition
UMLS:C0009663	condition
UMLS:C0042510	condition
UMLS:C0024902	condition
UMLS:C0554628	condition
UMLS:C0334580	condition
UMLS:C0346255	condition
UMLS:C0035455	condition
UMLS:C0349633	condition
UMLS:C0262584	condition
UMLS:C1956391	condition
UMLS:C0023479	condition
UMLS:C0020564	condition
UMLS:C0085138	condition
UMLS:C0085090	condition
UMLS:C0040100	condition
UMLS:C0279583	condition
DRUGBANK:DB00315	drug
UMLS:C1367654	condition
UMLS:C0022081	condition
UMLS:C0004239	condition
UMLS:C0030809	condition
UMLS:C0085543	condition
UMLS:C1292758	condition
UMLS:C0006625	condition
UMLS:C0344461	condition
UMLS:C1368404	condition
UMLS:C0006267	condition
UMLS:C1735856	condition
UMLS:C0026269	condition
UMLS:C2347126	condition
UMLS:C0265706	condition
UMLS:C0751711	condition
UMLS:C0221759	condition
UMLS:C2700426	condition
UMLS:C0007124	condition
UMLS:C0085109	condition
UMLS:C0343386	condition
UMLS:C0238067	condition
UMLS:C0010037	condition
DRUGBANK:DB00283	drug
UMLS:C0006271	condition
UMLS:C0263984	condition
UMLS:C0011616	condition
UMLS:C0242231	condition
UMLS:C0002893	condition
UMLS:C0149721	condition
UMLS:C1265996	condition
UMLS:C4049328	condition
UMLS:C2936846	condition
UMLS:C0009240	condition
UMLS:C0376362	condition
UMLS:C0008728	condition
UMLS:C0242488	condition
UMLS:C0042166	condition
UMLS:C0017185	condition
UMLS:C1384403	condition
UMLS:C0346109	condition
UMLS:C0007121	condition
UMLS:C1710096	condition
UMLS:C0149871	condition
UMLS:C0878675	condition
UMLS:C1851585	condition
UMLS:C0752161	condition
UMLS:C0018572	condition
DRUGBANK:DB00991	drug
DRUGBANK:DB00792	drug
UMLS:C0376323	condition
UMLS:C0525041	condition
UMLS:C0016689	condition
UMLS:C4049796	condition
UMLS:C0024198	condition
UMLS:C0013404	condition
UMLS:C0002726	condition
UMLS:C3714644	condition
UMLS:C1337011	condition
UMLS:C0742472	condition
UMLS:C0033687	condition
UMLS:C1519383	condition
UMLS:C0015674	condition
UMLS:C0011168	condition
UMLS:C0010606	condition
UMLS:C0041327	condition
UMLS:C0271650	condition
UMLS:C0236124	condition
UMLS:C0034067	condition
UMLS:C0042769	condition
UMLS:C0031557	condition
UMLS:C0039516	condition
UMLS:C1867234	condition
UMLS:C0042165	condition
UMLS:C0026267	condition
UMLS:C0020621	condition
UMLS:C1262760	condition
UMLS:C0853897	condition
DRUGBANK:DB00636	drug
UMLS:C0037930	condition
UMLS:C3489413	condition
UMLS:C1274933	condition
UMLS:C1568272	condition
UMLS:C0014057	condition
UMLS:C0086395	condition
UMLS:C0279070	condition
UMLS:C0282612	condition
UMLS:C0279639	condition
UMLS:C0027092	condition
DRUGBANK:DB00427	drug
UMLS:C0010051	condition
UMLS:C0027773	condition
UMLS:C0024140	condition
UMLS:C0220654	condition
UMLS:C0205766	condition
UMLS:C0032269	condition
UMLS:C0023532	condition
DRUGBANK:DB00784	drug
UMLS:C0917981	condition
UMLS:C4520843	condition
UMLS:C0872084	condition
UMLS:C0028738	condition
UMLS:C0334287	condition
UMLS:C0206727	condition
UMLS:C0085695	condition
UMLS:C0025281	condition
UMLS:C0003492	condition
UMLS:C0001925	condition
UMLS:C0853105	condition
UMLS:C0085278	condition
UMLS:C1336921	condition
UMLS:C0007273	condition
UMLS:C1619692	condition
UMLS:C1701940	condition
UMLS:C1134719	condition
UMLS:C0282126	condition
DRUGBANK:DB00832	drug
UMLS:C0001206	condition
UMLS:C0243050	condition
UMLS:C2751641	condition
UMLS:C2981150	condition
UMLS:C0876994	condition
UMLS:C0026470	condition
UMLS:C0598894	condition
UMLS:C0026640	condition
UMLS:C0023440	condition
UMLS:C0349231	condition
UMLS:C1335483	condition
UMLS:C0022735	condition
UMLS:C0752210	condition
UMLS:C0150045	condition
UMLS:C1568868	condition
UMLS:C0011226	condition
UMLS:C0035235	condition
UMLS:C0340100	condition
UMLS:C0018213	condition
UMLS:C0472387	condition
UMLS:C0025284	condition
UMLS:C0206728	condition
UMLS:C0085136	condition
DRUGBANK:DB00933	drug
UMLS:C0039590	condition
UMLS:C1527349	condition
UMLS:C0015190	condition
UMLS:C0030167	condition
UMLS:C0751713	condition
UMLS:C0400822	condition
UMLS:C0236816	condition
UMLS:C0949804	condition
DRUGBANK:DB00876	drug
UMLS:C0346210	condition
UMLS:C0017416	condition
UMLS:C0023462	condition
UMLS:C0042029	condition
UMLS:C1527407	condition
UMLS:C0023891	condition
UMLS:C1837385	condition
UMLS:C0040561	condition
UMLS:C0023437	condition
UMLS:C0033141	condition
UMLS:C0746935	condition
UMLS:C0151740	condition
UMLS:C0026998	condition
HGNC:31494	protein
HGNC:Transient receptor potential cation channels	protein
HGNC:Actins	protein
HGNC:H3F3A	protein
HGNC:Glutamate ionotropic receptor NMDA type subunits	protein
HGNC:31516	protein
HGNC:MTOR complex 1	protein
HGNC:37156	protein
HGNC:Caspases	protein
HGNC:30162	protein
HGNC:31539	protein
HGNC:31614	protein
HGNC:31531	protein
HGNC:32846	protein
HGNC:32067	protein
HGNC:15854	protein
HGNC:35371	protein
HGNC:33634	protein
HGNC:31770	protein
HGNC:Gamma-aminobutyric acid type A receptor subunits	protein
HGNC:NF-kappa B complex subunits	protein
HGNC:M10 matrix metallopeptidases	protein
HGNC:Cyclin dependent kinases	protein
HGNC:26226	protein
HGNC:Tubulins	protein
HGNC:L1RE1	protein
HGNC:24886	protein
HGNC:18695	protein
HGNC:9215	protein
HGNC:5105	protein
HGNC:7780	protein
HGNC:687	protein
HGNC:17217	protein
HGNC:ADAM metallopeptidase domain containing	protein
DRUGBANK:DB00998	drug
DRUGBANK:DB00952	drug
DRUGBANK:DB08815	drug
DRUGBANK:DB00918	drug
DRUGBANK:DB11732	drug
DRUGBANK:DB04871	drug
HGNC:nan	protein
HGNC:13728	protein
DRUGBANK:DB11363	drug
DRUGBANK:DB12130	drug
DRUGBANK:DB00723	drug
DRUGBANK:DB00706	drug
DRUGBANK:DB14655	drug
DRUGBANK:DB06718	drug
DRUGBANK:DB12499	drug
DRUGBANK:DB00492	drug
DRUGBANK:DB11842	drug
DRUGBANK:DB02925	drug
DRUGBANK:DB11581	drug
DRUGBANK:DB01274	drug
DRUGBANK:DB05039	drug
DRUGBANK:DB08893	drug
DRUGBANK:DB13781	drug
DRUGBANK:DB09351	drug
DRUGBANK:DB01210	drug
DRUGBANK:DB04861	drug
DRUGBANK:DB01297	drug
DRUGBANK:DB09082	drug
DRUGBANK:DB13139	drug
DRUGBANK:DB14895	drug
DRUGBANK:DB11703	drug
DRUGBANK:DB09053	drug
HGNC:13621	protein
DRUGBANK:DB00423	drug
HGNC:17116	protein
HGNC:18810	protein
HGNC:20819	protein
HGNC:23220	protein
DRUGBANK:DB09142	drug
DRUGBANK:DB11656	drug
DRUGBANK:DB08820	drug
DRUGBANK:DB15444	drug
DRUGBANK:DB09280	drug
DRUGBANK:DB11712	drug
DRUGBANK:DB12457	drug
DRUGBANK:DB01046	drug
DRUGBANK:DB12364	drug
DRUGBANK:DB09075	drug
DRUGBANK:DB06228	drug
DRUGBANK:DB00814	drug
HGNC:33251	protein
HGNC:16690	protein
HGNC:17495	protein
HGNC:4287	protein
HGNC:19147	protein
HGNC:4278	protein
HGNC:23296	protein
HGNC:4280	protein
HGNC:19155	protein
HGNC:16995	protein
HGNC:19338	protein
DRUGBANK:DB12001	drug
DRUGBANK:DB11837	drug
DRUGBANK:DB05812	drug
DRUGBANK:DB00894	drug
DRUGBANK:DB04572	drug
DRUGBANK:DB00625	drug
DRUGBANK:DB14754	drug
DRUGBANK:DB08880	drug
HGNC:3002	protein
DRUGBANK:DB06203	drug
DRUGBANK:DB08882	drug
DRUGBANK:DB04876	drug
DRUGBANK:DB12789	drug
DRUGBANK:DB12867	drug
DRUGBANK:DB12887	drug
DRUGBANK:DB11963	drug
DRUGBANK:DB11828	drug
DRUGBANK:DB09330	drug
DRUGBANK:DB11652	drug
DRUGBANK:DB08816	drug
DRUGBANK:DB00947	drug
DRUGBANK:DB11942	drug
DRUGBANK:DB05990	drug
DRUGBANK:DB04160	drug
DRUGBANK:DB00710	drug
DRUGBANK:DB00282	drug
DRUGBANK:DB00884	drug
DRUGBANK:DB14104	drug
DRUGBANK:DB03166	drug
HGNC:4499	protein
HGNC:19061	protein
DRUGBANK:DB15102	drug
DRUGBANK:DB11800	drug
DRUGBANK:DB11660	drug
DRUGBANK:DB08819	drug
DRUGBANK:DB06119	drug
DRUGBANK:DB01125	drug
DRUGBANK:DB13074	drug
DRUGBANK:DB13928	drug
DRUGBANK:DB09210	drug
DRUGBANK:DB00324	drug
DRUGBANK:DB00860	drug
DRUGBANK:DB06699	drug
DRUGBANK:DB11979	drug
DRUGBANK:DB11853	drug
HGNC:19680	protein
DRUGBANK:DB14475	drug
DRUGBANK:DB09055	drug
DRUGBANK:DB14219	drug
DRUGBANK:DB09083	drug
DRUGBANK:DB06290	drug
DRUGBANK:DB06448	drug
DRUGBANK:DB01246	drug
DRUGBANK:DB12523	drug
DRUGBANK:DB11614	drug
DRUGBANK:DB06691	drug
HGNC:19995	protein
HGNC:4471	protein
DRUGBANK:DB06794	drug
HGNC:4511	protein
HGNC:4535	protein
HGNC:17962	protein
DRUGBANK:DB00352	drug
DRUGBANK:DB11611	drug
DRUGBANK:DB11362	drug
DRUGBANK:DB14568	drug
DRUGBANK:DB13874	drug
DRUGBANK:DB14845	drug
DRUGBANK:DB15091	drug
DRUGBANK:DB15233	drug
DRUGBANK:DB14840	drug
HGNC:6274	protein
HGNC:6275	protein
DRUGBANK:DB11387	drug
HGNC:14465	protein
HGNC:19439	protein
HGNC:6279	protein
DRUGBANK:DB11182	drug
DRUGBANK:DB06762	drug
DRUGBANK:DB06803	drug
HGNC:18866	protein
DRUGBANK:DB01218	drug
HGNC:6226	protein
DRUGBANK:DB12783	drug
HGNC:21053	protein
HGNC:26439	protein
DRUGBANK:DB11700	drug
DRUGBANK:DB06287	drug
DRUGBANK:DB11791	drug
DRUGBANK:DB00700	drug
DRUGBANK:DB05239	drug
DRUGBANK:DB11689	drug
DRUGBANK:DB00601	drug
DRUGBANK:DB06654	drug
DRUGBANK:DB00804	drug
DRUGBANK:DB06787	drug
DRUGBANK:DB00670	drug
DRUGBANK:DB11855	drug
DRUGBANK:DB01591	drug
DRUGBANK:DB09076	drug
DRUGBANK:DB00980	drug
DRUGBANK:DB09071	drug
HGNC:25588	protein
DRUGBANK:DB00504	drug
DRUGBANK:DB06218	drug
DRUGBANK:DB08987	drug
DRUGBANK:DB06717	drug
DRUGBANK:DB09048	drug
DRUGBANK:DB09291	drug
DRUGBANK:DB01045	drug
DRUGBANK:DB11753	drug
HGNC:10962	protein
HGNC:10952	protein
HGNC:10953	protein
HGNC:23612	protein
DRUGBANK:DB00456	drug
DRUGBANK:DB09059	drug
DRUGBANK:DB11951	drug
DRUGBANK:DB09030	drug
DRUGBANK:DB00307	drug
DRUGBANK:DB09054	drug
HGNC:30894	protein
DRUGBANK:DB04880	drug
DRUGBANK:DB14763	drug
DRUGBANK:DB00250	drug
DRUGBANK:DB01299	drug
DRUGBANK:DB05109	drug
DRUGBANK:DB09570	drug
DRUGBANK:DB02959	drug
DRUGBANK:DB00650	drug
HGNC:8600	protein
HGNC:20573	protein
DRUGBANK:DB09026	drug
DRUGBANK:DB12808	drug
DRUGBANK:DB01005	drug
DRUGBANK:DB12612	drug
DRUGBANK:DB12371	drug
DRUGBANK:DB14761	drug
HGNC:19119	protein
DRUGBANK:DB11978	drug
DRUGBANK:DB09143	drug
DRUGBANK:DB08828	drug
HGNC:14679	protein
HGNC:10973	protein
DRUGBANK:DB08907	drug
DRUGBANK:DB06292	drug
DRUGBANK:DB09038	drug
DRUGBANK:DB11827	drug
DRUGBANK:DB12713	drug
HGNC:11072	protein
DRUGBANK:DB11761	drug
HGNC:11078	protein
DRUGBANK:DB00511	drug
DRUGBANK:DB01078	drug
DRUGBANK:DB06137	drug
HGNC:7972	protein
DRUGBANK:DB06210	drug
DRUGBANK:DB13125	drug
DRUGBANK:DB00550	drug
HGNC:7973	protein
DRUGBANK:DB11644	drug
DRUGBANK:DB09421	drug
DRUGBANK:DB03843	drug
DRUGBANK:DB14212	drug
DRUGBANK:DB02513	drug
DRUGBANK:DB14184	drug
DRUGBANK:DB09543	drug
DRUGBANK:DB14156	drug
HGNC:17992	protein
DRUGBANK:DB14183	drug
DRUGBANK:DB14187	drug
DRUGBANK:DB00265	drug
DRUGBANK:DB00419	drug
DRUGBANK:DB11915	drug
DRUGBANK:DB06410	drug
DRUGBANK:DB00910	drug
DRUGBANK:DB00498	drug
DRUGBANK:DB00946	drug
DRUGBANK:DB14642	drug
DRUGBANK:DB04854	drug
HGNC:29504	protein
UMLS:C0477364	condition
UMLS:C0012715	condition
UMLS:C0268671	condition
UMLS:C3264146	condition
UMLS:C3263739	condition
HGNC:10929	protein
UMLS:C2874121	condition
UMLS:C0338658	condition
UMLS:C2874026	condition
UMLS:C2893514	condition
UMLS:C0339436	condition
HGNC:34341	protein
UMLS:C2911561	condition
UMLS:C1456282	condition
UMLS:C2874057	condition
UMLS:C0271084	condition
UMLS:C2873784	condition
UMLS:C2874086	condition
UMLS:C0162818	condition
UMLS:C0347160	condition
UMLS:C0837060	condition
UMLS:C0836987	condition
UMLS:C2874044	condition
UMLS:C4316812	condition
UMLS:C3888461	condition
UMLS:C1394765	condition
UMLS:C0544008	condition
UMLS:C0576479	condition
UMLS:C0002624	condition
HGNC:1135	protein
UMLS:C2874288	condition
UMLS:C0022346	condition
HGNC:3231	protein
UMLS:C2894164	condition
UMLS:C0343053	condition
UMLS:C2882282	condition
UMLS:C0007570	condition
UMLS:C2893640	condition
HGNC:21659	protein
UMLS:C2889403	condition
HGNC:15880	protein
UMLS:C2874061	condition
HGNC:10059	protein
UMLS:C4290219	condition
HGNC:1770	protein
HGNC:17202	protein
UMLS:C0035309	condition
HGNC:16941	protein
HGNC:29442	protein
UMLS:C2887468	condition
UMLS:C2865432	condition
UMLS:C2873726	condition
UMLS:C2911342	condition
UMLS:C2874324	condition
UMLS:C0271904	condition
HGNC:8633	protein
UMLS:C0576995	condition
UMLS:C0547030	condition
UMLS:C0004936	condition
HGNC:31406	protein
UMLS:C2889267	condition
UMLS:C0260448	condition
UMLS:C0477681	condition
HGNC:7001	protein
UMLS:C0478072	condition
UMLS:C2880950	condition
UMLS:C0024138	condition
UMLS:C2875062	condition
UMLS:C1719450	condition
HGNC:30278	protein
UMLS:C2880098	condition
UMLS:C0154148	condition
UMLS:C0030848	condition
UMLS:C0017658	condition
UMLS:C2902984	condition
UMLS:C2875931	condition
HGNC:1767	protein
UMLS:C0265011	condition
HGNC:29532	protein
UMLS:C0477526	condition
UMLS:C0346665	condition
UMLS:C0040147	condition
UMLS:C0271847	condition
HGNC:16493	protein
UMLS:C2875409	condition
HGNC:26953	protein
UMLS:C2888114	condition
UMLS:C0494608	condition
UMLS:C2887684	condition
HGNC:20608	protein
HGNC:13930	protein
UMLS:C3161187	condition
UMLS:C0477500	condition
UMLS:C1527410	condition
HGNC:24099	protein
UMLS:C0260416	condition
HGNC:18194	protein
UMLS:C2874809	condition
UMLS:C0438258	condition
UMLS:C0155992	condition
HGNC:29164	protein
UMLS:C0452136	condition
HGNC:29849	protein
UMLS:C1456222	condition
UMLS:C0264694	condition
UMLS:C0149881	condition
UMLS:C1409541	condition
UMLS:C0869207	condition
UMLS:C0580546	condition
HGNC:14282	protein
UMLS:C2874047	condition
UMLS:C2891149	condition
UMLS:C1397417	condition
UMLS:C2880269	condition
UMLS:C2874104	condition
HGNC:20951	protein
UMLS:C0023186	condition
HGNC:29190	protein
UMLS:C0153995	condition
HGNC:4945	protein
UMLS:C2889881	condition
UMLS:C2874101	condition
UMLS:C2853780	condition
UMLS:C2874355	condition
UMLS:C0022656	condition
UMLS:C0153690	condition
HGNC:10072	protein
UMLS:C2860454	condition
UMLS:C1398786	condition
HGNC:19169	protein
UMLS:C0348543	condition
UMLS:C2888164	condition
UMLS:C0153996	condition
HGNC:6589	protein
UMLS:C2894438	condition
UMLS:C4237227	condition
HGNC:28917	protein
UMLS:C3263965	condition
